"","COUNTY_CODE","DISTRICT_CODE","SCHOOL_CODE","year","COUNTY_NAME","DISTRICT_NAME","SCHOOL_NAME","prfadv.math","prfadv.read"
"1645",29,4105,60,2013,"OCEAN     ","PINELANDS REGIONAL","PINELANDS REG JR HIGH SCH",61.5,64.5
"1646",29,4105,60,2014,"OCEAN     ","PINELANDS REGIONAL","PINELANDS REG JR HIGH SCH",64,64.7
"1647",29,4190,80,2012,"OCEAN     ","PLUMSTED TOWNSHIP","NEW EGYPT MIDDLE SCH     ",73.3,77.3
"1648",29,4190,80,2013,"OCEAN     ","PLUMSTED TOWNSHIP","NEW EGYPT MIDDLE SCH     ",77.4,75.7
"1649",29,4190,80,2014,"OCEAN     ","PLUMSTED TOWNSHIP","NEW EGYPT MIDDLE SCH     ",82,73.7
"1650",29,4210,50,2012,"OCEAN     ","POINT PLEASANT BOROUGH","MEMORIAL MIDDLE SCHOOL   ",83.3,77
"1651",29,4210,50,2013,"OCEAN     ","POINT PLEASANT BOROUGH","MEMORIAL MIDDLE SCHOOL   ",82.3,79.7
"1652",29,4210,50,2014,"OCEAN     ","POINT PLEASANT BOROUGH","MEMORIAL MIDDLE SCHOOL   ",84,76.4
"1653",29,4220,60,2012,"OCEAN     ","POINT PLEASANT BEACH","G HAROLD ANTRIM ELEM     ",86,77.6
"1654",29,4220,60,2013,"OCEAN     ","POINT PLEASANT BEACH","G HAROLD ANTRIM ELEM     ",86.3,78.6
"1655",29,4220,60,2014,"OCEAN     ","POINT PLEASANT BEACH","G HAROLD ANTRIM ELEM     ",84.2,42.2
"1656",29,4950,60,2012,"OCEAN     ","SOUTHERN REGIONAL","SOUTHERN REG MIDDLE      ",79,79.5
"1657",29,4950,60,2013,"OCEAN     ","SOUTHERN REGIONAL","SOUTHERN REG MIDDLE      ",77,83
"1658",29,4950,60,2014,"OCEAN     ","SOUTHERN REGIONAL","SOUTHERN REG MIDDLE      ",80,71
"1659",29,5190,60,2012,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE E",74,77.4
"1660",29,5190,60,2013,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE E",70.6,75.6
"1661",29,5190,60,2014,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE E",76.7,75.4
"1662",29,5190,61,2012,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE S",71.7,73.3
"1663",29,5190,61,2013,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE S",67.3,71.3
"1664",29,5190,61,2014,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE S",75.3,77.7
"1665",29,5190,63,2012,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE N",78.3,78
"1666",29,5190,63,2013,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE N",72,74.3
"1667",29,5190,63,2014,"OCEAN     ","TOMS RIVER REGIONAL","TOMS RIVER INTERMEDIATE N",77.3,79
"1668",31,420,50,2012,"PASSAIC   ","BLOOMINGDALE BORO","WALTER T BERGEN          ",74.2,70.8
"1669",31,420,50,2013,"PASSAIC   ","BLOOMINGDALE BORO","WALTER T BERGEN          ",72.6,73.7
"1670",31,420,50,2014,"PASSAIC   ","BLOOMINGDALE BORO","WALTER T BERGEN          ",71,48.7
"1671",31,900,35,2012,"PASSAIC   ","CLIFTON","CHRISTOPHER COLUMBUS MID ",50.3,54
"1672",31,900,35,2013,"PASSAIC   ","CLIFTON","CHRISTOPHER COLUMBUS MID ",52.3,49.6
"1673",31,900,35,2014,"PASSAIC   ","CLIFTON","CHRISTOPHER COLUMBUS MID ",59.4,61
"1674",31,900,70,2012,"PASSAIC   ","CLIFTON","WOODROW WILSON MIDDLE SCH",55,63.4
"1675",31,900,70,2013,"PASSAIC   ","CLIFTON","WOODROW WILSON MIDDLE SCH",56.3,58.4
"1676",31,900,70,2014,"PASSAIC   ","CLIFTON","WOODROW WILSON MIDDLE SCH",59.7,58.7
"1677",31,1920,15,2012,"PASSAIC   ","HALEDON BORO","HALEDON PUBLIC SCH       ",69.5,58.2
"1678",31,1920,15,2013,"PASSAIC   ","HALEDON BORO","HALEDON PUBLIC SCH       ",65.5,60.7
"1679",31,1920,15,2014,"PASSAIC   ","HALEDON BORO","HALEDON PUBLIC SCH       ",70,72
"1680",31,2100,70,2012,"PASSAIC   ","HAWTHORNE","LINCOLN MIDDLE           ",70.3,78.3
"1681",31,2100,70,2013,"PASSAIC   ","HAWTHORNE","LINCOLN MIDDLE           ",69.7,76
"1682",31,2100,70,2014,"PASSAIC   ","HAWTHORNE","LINCOLN MIDDLE           ",72,71
"1683",31,2700,50,2012,"PASSAIC   ","LITTLE FALLS TWP","NUMBER 1                 ",74.5,78.7
"1684",31,2700,50,2013,"PASSAIC   ","LITTLE FALLS TWP","NUMBER 1                 ",74.5,77
"1685",31,2700,50,2014,"PASSAIC   ","LITTLE FALLS TWP","NUMBER 1                 ",83.5,76
"1686",31,3640,50,2012,"PASSAIC   ","NORTH HALEDON BORO","HIGH MOUNTAIN            ",84.2,81.5
"1687",31,3640,50,2013,"PASSAIC   ","NORTH HALEDON BORO","HIGH MOUNTAIN            ",86.3,82
"1688",31,3640,50,2014,"PASSAIC   ","NORTH HALEDON BORO","HIGH MOUNTAIN            ",88,69.5
"1689",31,3970,95,2012,"PASSAIC   ","PASSAIC CITY","NUMBER 4 LINCOLN         ",38.5,45
"1690",31,3970,95,2013,"PASSAIC   ","PASSAIC CITY","NUMBER 4 LINCOLN         ",41.5,40
"1691",31,3970,95,2014,"PASSAIC   ","PASSAIC CITY","NUMBER 4 LINCOLN         ",44,40.7
"1692",31,3970,140,2012,"PASSAIC   ","PASSAIC CITY","NUMBER 11 CRUISE MEMORIAL",49.5,25.4
"1693",31,3970,140,2013,"PASSAIC   ","PASSAIC CITY","NUMBER 11 CRUISE MEMORIAL",52.5,28
"1694",31,3970,140,2014,"PASSAIC   ","PASSAIC CITY","NUMBER 11 CRUISE MEMORIAL",57.8,45.3
"1695",31,4010,43,2012,"PASSAIC   ","PATERSON","ALEXANDER HAMILTON ACAD  ",76.7,67.5
"1696",31,4010,43,2013,"PASSAIC   ","PATERSON","ALEXANDER HAMILTON ACAD  ",80.5,64.1
"1697",31,4010,43,2014,"PASSAIC   ","PATERSON","ALEXANDER HAMILTON ACAD  ",78,28
"1698",31,4010,60,2012,"PASSAIC   ","PATERSON","NUMBER 2                 ",51.2,42.6
"1699",31,4010,60,2013,"PASSAIC   ","PATERSON","NUMBER 2                 ",53,38.6
"1700",31,4010,60,2014,"PASSAIC   ","PATERSON","NUMBER 2                 ",54,31
"1701",31,4010,70,2012,"PASSAIC   ","PATERSON","NUMBER 3                 ",53,43.8
"1702",31,4010,70,2013,"PASSAIC   ","PATERSON","NUMBER 3                 ",56,40.2
"1703",31,4010,70,2014,"PASSAIC   ","PATERSON","NUMBER 3                 ",64.3,31.4
"1704",31,4010,80,2012,"PASSAIC   ","PATERSON","REV. DR. FRANK NAPIER JR. SCHOOL             ",41.6,31.7
"1705",31,4010,80,2013,"PASSAIC   ","PATERSON","REV. DR. FRANK NAPIER JR. SCHOOL             ",38.3,24.5
"1706",31,4010,80,2014,"PASSAIC   ","PATERSON","REV. DR. FRANK NAPIER JR. SCHOOL             ",32.8,40.5
"1707",31,4010,100,2012,"PASSAIC   ","PATERSON","ACADEMY OF PERFORMING ARTS",29.2,20
"1708",31,4010,100,2013,"PASSAIC   ","PATERSON","ACADEMY OF PERFORMING ARTS",26.3,26
"1709",31,4010,100,2014,"PASSAIC   ","PATERSON","ACADEMY OF PERFORMING ARTS",39.7,45.7
"1710",31,4010,110,2012,"PASSAIC   ","PATERSON","NUMBER 7                 ",47.3,46
"1711",31,4010,110,2013,"PASSAIC   ","PATERSON","NUMBER 7                 ",47.7,39.4
"1712",31,4010,110,2014,"PASSAIC   ","PATERSON","NUMBER 7                 ",50.7,28.3
"1713",31,4010,120,2012,"PASSAIC   ","PATERSON","NUMBER 8                 ",42.5,29.2
"1714",31,4010,120,2013,"PASSAIC   ","PATERSON","NUMBER 8                 ",42.7,29
"1715",31,4010,120,2014,"PASSAIC   ","PATERSON","NUMBER 8                 ",51.4,58.8
"1716",31,4010,130,2012,"PASSAIC   ","PATERSON","NUMBER 9                 ",72.7,60.5
"1717",31,4010,130,2013,"PASSAIC   ","PATERSON","NUMBER 9                 ",71.2,55
"1718",31,4010,130,2014,"PASSAIC   ","PATERSON","NUMBER 9                 ",71,27.7
"1719",31,4010,140,2012,"PASSAIC   ","PATERSON","NUMBER 10                ",35.6,33.2
"1720",31,4010,140,2013,"PASSAIC   ","PATERSON","NUMBER 10                ",42,30.2
"1721",31,4010,140,2014,"PASSAIC   ","PATERSON","NUMBER 10                ",46.7,NA
"1722",31,4010,150,2014,"PASSAIC   ","PATERSON","NUMBER 11 /NEW COMERS PROGRAM               ",NA,28.6
"1723",31,4010,160,2012,"PASSAIC   ","PATERSON","NUMBER 12                ",48,28.5
"1724",31,4010,160,2013,"PASSAIC   ","PATERSON","NUMBER 12                ",50,26.8
"1725",31,4010,160,2014,"PASSAIC   ","PATERSON","NUMBER 12                ",43.2,25.5
"1726",31,4010,170,2012,"PASSAIC   ","PATERSON","NUMBER 13                ",37.5,32.6
"1727",31,4010,170,2013,"PASSAIC   ","PATERSON","NUMBER 13                ",44.2,33.6
"1728",31,4010,170,2014,"PASSAIC   ","PATERSON","NUMBER 13                ",50.8,42.5
"1729",31,4010,220,2012,"PASSAIC   ","PATERSON","NUMBER 18                ",51.8,35
"1730",31,4010,220,2013,"PASSAIC   ","PATERSON","NUMBER 18                ",46.1,34.9
"1731",31,4010,220,2014,"PASSAIC   ","PATERSON","NUMBER 18                ",50.1,56
"1732",31,4010,240,2012,"PASSAIC   ","PATERSON","NUMBER 20                ",41.8,35
"1733",31,4010,240,2013,"PASSAIC   ","PATERSON","NUMBER 20                ",42.2,37.5
"1734",31,4010,240,2014,"PASSAIC   ","PATERSON","NUMBER 20                ",42.5,38
"1735",31,4010,250,2012,"PASSAIC   ","PATERSON","NUMBER 21                ",43.2,30.7
"1736",31,4010,250,2013,"PASSAIC   ","PATERSON","NUMBER 21                ",42.2,21.2
"1737",31,4010,250,2014,"PASSAIC   ","PATERSON","NUMBER 21                ",36.8,33.7
"1738",31,4010,270,2012,"PASSAIC   ","PATERSON","NUMBER 24                ",47,38.1
"1739",31,4010,270,2013,"PASSAIC   ","PATERSON","NUMBER 24                ",49.2,38.1
"1740",31,4010,270,2014,"PASSAIC   ","PATERSON","NUMBER 24                ",59,51.7
"1741",31,4010,280,2012,"PASSAIC   ","PATERSON","NUMBER 25                ",66.7,57.5
"1742",31,4010,280,2013,"PASSAIC   ","PATERSON","NUMBER 25                ",70.5,49.9
"1743",31,4010,280,2014,"PASSAIC   ","PATERSON","NUMBER 25                ",69.8,36.8
"1744",31,4010,290,2012,"PASSAIC   ","PATERSON","NUMBER 26                ",46.1,39.3
"1745",31,4010,290,2013,"PASSAIC   ","PATERSON","NUMBER 26                ",47.1,43.3
"1746",31,4010,290,2014,"PASSAIC   ","PATERSON","NUMBER 26                ",49.8,48.2
"1747",31,4010,301,2014,"PASSAIC   ","PATERSON","DON BOSCO ACADEMY",55,21.5
"1748",31,4010,310,2012,"PASSAIC   ","PATERSON","NUMBER 28 E.S. ",32.7,24
"1749",31,4010,310,2013,"PASSAIC   ","PATERSON","NUMBER 28 E.S. ",48,78.8
"1750",31,4010,310,2014,"PASSAIC   ","PATERSON","NUMBER 28 E.S. ",92.8,49.5
"1751",31,4010,312,2012,"PASSAIC   ","PATERSON","MARTIN LUTHER KING       ",68,53
"1752",31,4010,312,2013,"PASSAIC   ","PATERSON","MARTIN LUTHER KING       ",72,51.5
"1753",31,4010,312,2014,"PASSAIC   ","PATERSON","MARTIN LUTHER KING       ",71,62
"1754",31,4010,316,2012,"PASSAIC   ","PATERSON","NEW ROBERTO CLEMENTE",56.3,39
"1755",31,4010,316,2013,"PASSAIC   ","PATERSON","NEW ROBERTO CLEMENTE",39.7,36.7
"1756",31,4010,316,2014,"PASSAIC   ","PATERSON","NEW ROBERTO CLEMENTE",42.4,73.8
"1757",31,4010,325,2012,"PASSAIC   ","PATERSON","NORMAN S. WEIR           ",94.3,72.5
"1758",31,4010,325,2013,"PASSAIC   ","PATERSON","NORMAN S. WEIR           ",87.8,68.4
"1759",31,4010,325,2014,"PASSAIC   ","PATERSON","NORMAN S. WEIR           ",75,79
"1760",31,4230,55,2012,"PASSAIC   ","POMPTON LAKES","LAKESIDE                 ",72.7,81.6
"1761",31,4230,55,2013,"PASSAIC   ","POMPTON LAKES","LAKESIDE                 ",72,80.7
"1762",31,4230,55,2014,"PASSAIC   ","POMPTON LAKES","LAKESIDE                 ",76.4,73
"1763",31,4270,10,2012,"PASSAIC   ","PROSPECT PARK BORO","NUMBER 1 PROSPECT PARK   ",65.1,48.7
"1764",31,4270,10,2013,"PASSAIC   ","PROSPECT PARK BORO","NUMBER 1 PROSPECT PARK   ",55.6,49.5
"1765",31,4270,10,2014,"PASSAIC   ","PROSPECT PARK BORO","NUMBER 1 PROSPECT PARK   ",49.5,64
"1766",31,4400,53,2012,"PASSAIC   ","RINGWOOD BORO","MARTIN J RYERSON         ",83.4,82.4
"1767",31,4400,53,2013,"PASSAIC   ","RINGWOOD BORO","MARTIN J RYERSON         ",78.4,76.7
"1768",31,4400,53,2014,"PASSAIC   ","RINGWOOD BORO","MARTIN J RYERSON         ",79,84
"1769",31,5200,60,2012,"PASSAIC   ","TOTOWA BORO","WASHINGTON PARK",77.4,70.3
"1770",31,5200,60,2013,"PASSAIC   ","TOTOWA BORO","WASHINGTON PARK",76.7,69.3
"1771",31,5200,60,2014,"PASSAIC   ","TOTOWA BORO","WASHINGTON PARK",77.2,63.2
"1772",31,5440,50,2012,"PASSAIC   ","WANAQUE BORO","HASKELL                  ",80.2,66.6
"1773",31,5440,50,2013,"PASSAIC   ","WANAQUE BORO","HASKELL                  ",79.5,71
"1774",31,5440,50,2014,"PASSAIC   ","WANAQUE BORO","HASKELL                  ",82.4,75
"1775",31,5440,70,2012,"PASSAIC   ","WANAQUE BORO","WANAQUE                  ",82,74
"1776",31,5440,70,2013,"PASSAIC   ","WANAQUE BORO","WANAQUE                  ",81.4,66.2
"1777",31,5440,70,2014,"PASSAIC   ","WANAQUE BORO","WANAQUE                  ",81.3,80.6
"1778",31,5570,65,2012,"PASSAIC   ","WAYNE TOWNSHIP","ANTHONY WAYE MIDDLE",84.7,83
"1779",31,5570,65,2013,"PASSAIC   ","WAYNE TOWNSHIP","ANTHONY WAYE MIDDLE",81.6,81.4
"1780",31,5570,65,2014,"PASSAIC   ","WAYNE TOWNSHIP","ANTHONY WAYE MIDDLE",84.6,79.3
"1781",31,5570,83,2012,"PASSAIC   ","WAYNE TOWNSHIP","GEORGE WASHINGTON        ",83,82
"1782",31,5570,83,2013,"PASSAIC   ","WAYNE TOWNSHIP","GEORGE WASHINGTON        ",80,80.3
"1783",31,5570,83,2014,"PASSAIC   ","WAYNE TOWNSHIP","GEORGE WASHINGTON        ",80.3,71.4
"1784",31,5570,145,2012,"PASSAIC   ","WAYNE TOWNSHIP","SCHUYLER-COLFAX MID SCH  ",86,85.3
"1785",31,5570,145,2013,"PASSAIC   ","WAYNE TOWNSHIP","SCHUYLER-COLFAX MID SCH  ",82.4,82
"1786",31,5570,145,2014,"PASSAIC   ","WAYNE TOWNSHIP","SCHUYLER-COLFAX MID SCH  ",82.6,61.6
"1787",31,5650,55,2012,"PASSAIC   ","WEST MILFORD TOWNSHIP","MACOPIN                  ",67.5,78
"1788",31,5650,55,2013,"PASSAIC   ","WEST MILFORD TOWNSHIP","MACOPIN                  ",65,73
"1789",31,5650,55,2014,"PASSAIC   ","WEST MILFORD TOWNSHIP","MACOPIN                  ",69,69.6
"1790",31,5690,70,2012,"PASSAIC   ","WOODLAND PARK","MEMORIAL                 ",74.7,58
"1791",31,5690,70,2013,"PASSAIC   ","WOODLAND PARK","MEMORIAL                 ",65,56.4
"1792",31,5690,70,2014,"PASSAIC   ","WOODLAND PARK","MEMORIAL                 ",63.2,67.2
"1793",33,60,20,2012,"SALEM     ","ALLOWAY TWP","ALLOWAY TWP SCHOOL       ",81.5,73.3
"1794",33,60,20,2013,"SALEM     ","ALLOWAY TWP","ALLOWAY TWP SCHOOL       ",82.6,69.3
"1795",33,60,20,2014,"SALEM     ","ALLOWAY TWP","ALLOWAY TWP SCHOOL       ",78,66.5
"1796",33,1350,50,2012,"SALEM     ","ELSINBORO TWP","ELSINBORO TWP            ",79,69
"1797",33,1350,50,2013,"SALEM     ","ELSINBORO TWP","ELSINBORO TWP            ",81,68
"1798",33,1350,50,2014,"SALEM     ","ELSINBORO TWP","ELSINBORO TWP            ",80,66.4
"1799",33,2800,50,2012,"SALEM     ","LOWER ALLOWAYS CREEK","LOWER ALLOWAYS CREEK     ",84.2,68.3
"1800",33,2800,50,2013,"SALEM     ","LOWER ALLOWAYS CREEK","LOWER ALLOWAYS CREEK     ",74,71.3
"1801",33,2800,50,2014,"SALEM     ","LOWER ALLOWAYS CREEK","LOWER ALLOWAYS CREEK     ",78,70.7
"1802",33,2950,50,2012,"SALEM     ","MANNINGTON TWP","MANNINGTON               ",83.3,69
"1803",33,2950,50,2013,"SALEM     ","MANNINGTON TWP","MANNINGTON               ",82.9,60.7
"1804",33,2950,50,2014,"SALEM     ","MANNINGTON TWP","MANNINGTON               ",82.8,73.5
"1805",33,3860,10,2012,"SALEM     ","OLDMANS TWP","OLDMANS TWP SCHOOL       ",82.8,64.9
"1806",33,3860,10,2013,"SALEM     ","OLDMANS TWP","OLDMANS TWP SCHOOL       ",81,64.5
"1807",33,3860,10,2014,"SALEM     ","OLDMANS TWP","OLDMANS TWP SCHOOL       ",81.3,38
"1808",33,4070,105,2012,"SALEM     ","PENNS GRV CARNEYS PT REG","PENNS GROVE MIDDLE SCHOOL",52,40.3
"1809",33,4070,105,2013,"SALEM     ","PENNS GRV CARNEYS PT REG","PENNS GROVE MIDDLE SCHOOL",49.7,43.3
"1810",33,4070,105,2014,"SALEM     ","PENNS GRV CARNEYS PT REG","PENNS GROVE MIDDLE SCHOOL",48.6,67
"1811",33,4075,55,2012,"SALEM     ","PENNSVILLE TOWNSHIP","PENNSVILLE MIDDLE        ",72.6,64.3
"1812",33,4075,55,2013,"SALEM     ","PENNSVILLE TOWNSHIP","PENNSVILLE MIDDLE        ",69.3,61.3
"1813",33,4075,55,2014,"SALEM     ","PENNSVILLE TOWNSHIP","PENNSVILLE MIDDLE        ",72.7,57
"1814",33,4150,70,2012,"SALEM     ","PITTSGROVE TOWNSHIP","PITTSGROVE TWP MIDDLE SCH",74.3,76.7
"1815",33,4150,70,2013,"SALEM     ","PITTSGROVE TOWNSHIP","PITTSGROVE TWP MIDDLE SCH",71,72.7
"1816",33,4150,70,2014,"SALEM     ","PITTSGROVE TOWNSHIP","PITTSGROVE TWP MIDDLE SCH",72.4,65.8
"1817",33,4280,50,2012,"SALEM     ","QUINTON TWP","QUINTON TWP              ",83.2,63.2
"1818",33,4280,50,2013,"SALEM     ","QUINTON TWP","QUINTON TWP              ",80.5,51.5
"1819",33,4280,50,2014,"SALEM     ","QUINTON TWP","QUINTON TWP              ",76.7,31
"1820",33,4630,90,2012,"SALEM     ","SALEM CITY","SALEM MIDDLE             ",39,30.5
"1821",33,4630,90,2013,"SALEM     ","SALEM CITY","SALEM MIDDLE             ",39.3,27.8
"1822",33,4630,90,2014,"SALEM     ","SALEM CITY","SALEM MIDDLE             ",38.2,74.7
"1823",33,5320,70,2012,"SALEM     ","UPPER PITTSGROVE TWP","UPPER PITTSGROVE         ",77.5,80.9
"1824",33,5320,70,2013,"SALEM     ","UPPER PITTSGROVE TWP","UPPER PITTSGROVE         ",86,79.5
"1825",33,5320,70,2014,"SALEM     ","UPPER PITTSGROVE TWP","UPPER PITTSGROVE         ",91.3,69
"1826",33,5910,70,2012,"SALEM     ","WOODSTOWN-PILESGROVE REG","WOODSTOWN MIDDLE SCHOOL  ",78.8,78.2
"1827",33,5910,70,2013,"SALEM     ","WOODSTOWN-PILESGROVE REG","WOODSTOWN MIDDLE SCHOOL  ",72.5,76.7
"1828",33,5910,70,2014,"SALEM     ","WOODSTOWN-PILESGROVE REG","WOODSTOWN MIDDLE SCHOOL  ",74.3,75.5
"1829",35,240,20,2012,"SOMERSET  ","BEDMINSTER TWP","BEDMINSTER TWP           ",83.1,79.7
"1830",35,240,20,2013,"SOMERSET  ","BEDMINSTER TWP","BEDMINSTER TWP           ",84.5,82.1
"1831",35,240,20,2014,"SOMERSET  ","BEDMINSTER TWP","BEDMINSTER TWP           ",83.1,94.4
"1832",35,350,55,2012,"SOMERSET  ","BERNARDS TOWNSHIP","WILLIAM ANNIN MIDDLE     ",93.3,93.6
"1833",35,350,55,2013,"SOMERSET  ","BERNARDS TOWNSHIP","WILLIAM ANNIN MIDDLE     ",93,93.7
"1834",35,350,55,2014,"SOMERSET  ","BERNARDS TOWNSHIP","WILLIAM ANNIN MIDDLE     ",93.3,90
"1835",35,490,50,2012,"SOMERSET  ","BOUND BROOK BOROUGH","BOUND BROOK ELEMENTARY     ",66,44.1
"1836",35,490,50,2013,"SOMERSET  ","BOUND BROOK BOROUGH","BOUND BROOK ELEMENTARY     ",66,42.1
"1837",35,490,50,2014,"SOMERSET  ","BOUND BROOK BOROUGH","BOUND BROOK ELEMENTARY     ",56.7,88.6
"1838",35,510,20,2012,"SOMERSET  ","BRANCHBURG TWP","CENTRAL                  ",88.6,88.7
"1839",35,510,20,2013,"SOMERSET  ","BRANCHBURG TWP","CENTRAL                  ",84.7,90.4
"1840",35,510,20,2014,"SOMERSET  ","BRANCHBURG TWP","CENTRAL                  ",91,77.5
"1841",35,555,10,2012,"SOMERSET  ","BRIDGEWATER-RARITAN REG","BRDGWTR-RARITN MIDDLE SCH",84,88
"1842",35,555,10,2013,"SOMERSET  ","BRIDGEWATER-RARITAN REG","BRDGWTR-RARITN MIDDLE SCH",85.5,88
"1843",35,555,10,2014,"SOMERSET  ","BRIDGEWATER-RARITAN REG","BRDGWTR-RARITN MIDDLE SCH",86,78.5
"1844",35,555,65,2012,"SOMERSET  ","BRIDGEWATER-RARITAN REG","HILLSIDE                 ",91.5,82
"1845",35,555,65,2013,"SOMERSET  ","BRIDGEWATER-RARITAN REG","HILLSIDE                 ",90,85.5
"1846",35,555,65,2014,"SOMERSET  ","BRIDGEWATER-RARITAN REG","HILLSIDE                 ",88,68.5
"1847",35,1610,160,2012,"SOMERSET  ","FRANKLIN TOWNSHIP","FRANKLIN MIDDLE",64.5,65.5
"1848",35,1610,160,2013,"SOMERSET  ","FRANKLIN TOWNSHIP","FRANKLIN MIDDLE",63.5,61
"1849",35,1610,160,2014,"SOMERSET  ","FRANKLIN TOWNSHIP","FRANKLIN MIDDLE",64.5,87.4
"1850",35,1810,30,2012,"SOMERSET  ","GREEN BROOK TWP","GREEN BROOK MIDDLE       ",91.2,83.2
"1851",35,1810,30,2013,"SOMERSET  ","GREEN BROOK TWP","GREEN BROOK MIDDLE       ",85.6,86
"1852",35,1810,30,2014,"SOMERSET  ","GREEN BROOK TWP","GREEN BROOK MIDDLE       ",88.2,73
"1853",35,2170,35,2012,"SOMERSET  ","HILLSBOROUGH TOWNSHIP","HILLSBOROUGH MIDDLE      ",83.5,90
"1854",35,2170,35,2013,"SOMERSET  ","HILLSBOROUGH TOWNSHIP","HILLSBOROUGH MIDDLE      ",83.5,86
"1855",35,2170,35,2014,"SOMERSET  ","HILLSBOROUGH TOWNSHIP","HILLSBOROUGH MIDDLE      ",84.5,73.5
"1856",35,3000,65,2012,"SOMERSET  ","MANVILLE BOROUGH","ALEXANDER BATCHO INTER   ",70.7,74.3
"1857",35,3000,65,2013,"SOMERSET  ","MANVILLE BOROUGH","ALEXANDER BATCHO INTER   ",78,68.6
"1858",35,3000,65,2014,"SOMERSET  ","MANVILLE BOROUGH","ALEXANDER BATCHO INTER   ",76.3,53.5
"1859",35,3320,70,2012,"SOMERSET  ","MONTGOMERY TWP.","MONTGOMERY MIDDLE        ",90.5,92.5
"1860",35,3320,70,2013,"SOMERSET  ","MONTGOMERY TWP.","MONTGOMERY MIDDLE        ",91.5,92.5
"1861",35,3320,70,2014,"SOMERSET  ","MONTGOMERY TWP.","MONTGOMERY MIDDLE        ",92.5,82
"1862",35,3670,50,2012,"SOMERSET  ","NORTH PLAINFIELD BOROUGH","NORTH PLAINFIELD H       ",40,60.5
"1863",35,3670,50,2013,"SOMERSET  ","NORTH PLAINFIELD BOROUGH","NORTH PLAINFIELD H       ",47.5,61
"1864",35,3670,50,2014,"SOMERSET  ","NORTH PLAINFIELD BOROUGH","NORTH PLAINFIELD H       ",52.5,55
"1865",35,3670,80,2012,"SOMERSET  ","NORTH PLAINFIELD BOROUGH","SOMERSET                 ",69.5,43
"1866",35,3670,80,2013,"SOMERSET  ","NORTH PLAINFIELD BOROUGH","SOMERSET                 ",69.5,48
"1867",35,3670,80,2014,"SOMERSET  ","NORTH PLAINFIELD BOROUGH","SOMERSET                 ",71,27.5
"1868",35,4815,40,2012,"SOMERSET  ","SOMERSET HILLS","BERNARDSVILLE MIDDLE SCH ",91.3,84.6
"1869",35,4815,40,2013,"SOMERSET  ","SOMERSET HILLS","BERNARDSVILLE MIDDLE SCH ",87.4,82.6
"1870",35,4815,40,2014,"SOMERSET  ","SOMERSET HILLS","BERNARDSVILLE MIDDLE SCH ",86.4,69.3
"1871",35,4820,55,2012,"SOMERSET  ","SOMERVILLE BOROUGH","SOMERVILLE MIDDLE        ",67.3,69
"1872",35,4820,55,2013,"SOMERSET  ","SOMERVILLE BOROUGH","SOMERVILLE MIDDLE        ",68.4,72.4
"1873",35,4820,55,2014,"SOMERSET  ","SOMERVILLE BOROUGH","SOMERVILLE MIDDLE        ",72.3,56.4
"1874",35,4850,60,2012,"SOMERSET  ","SOUTH BOUND BROOK","ROBERT MORRIS SCHOOL     ",73.5,63
"1875",35,4850,60,2013,"SOMERSET  ","SOUTH BOUND BROOK","ROBERT MORRIS SCHOOL     ",67.5,65
"1876",35,4850,60,2014,"SOMERSET  ","SOUTH BOUND BROOK","ROBERT MORRIS SCHOOL     ",61,81.6
"1877",35,5470,33,2012,"SOMERSET  ","WARREN TWP","MIDDLE                   ",87,92
"1878",35,5470,33,2013,"SOMERSET  ","WARREN TWP","MIDDLE                   ",86.7,90.7
"1879",35,5470,33,2014,"SOMERSET  ","WARREN TWP","MIDDLE                   ",90.4,81.6
"1880",35,5540,50,2012,"SOMERSET  ","WATCHUNG BORO","VALLEY VIEW              ",94.5,91
"1881",35,5540,50,2013,"SOMERSET  ","WATCHUNG BORO","VALLEY VIEW              ",92,92.5
"1882",35,5540,50,2014,"SOMERSET  ","WATCHUNG BORO","VALLEY VIEW              ",89.8,66.5
"1883",37,90,40,2012,"SUSSEX    ","ANDOVER REG","LONG POND                ",81.3,76.5
"1884",37,90,40,2013,"SUSSEX    ","ANDOVER REG","LONG POND                ",81.5,75.3
"1885",37,90,40,2014,"SUSSEX    ","ANDOVER REG","LONG POND                ",79.5,68.5
"1886",37,640,30,2012,"SUSSEX    ","BYRAM TWP","BYRAM TWP INTERMEDIATE   ",84.2,75
"1887",37,640,30,2013,"SUSSEX    ","BYRAM TWP","BYRAM TWP INTERMEDIATE   ",82.2,73
"1888",37,640,30,2014,"SUSSEX    ","BYRAM TWP","BYRAM TWP INTERMEDIATE   ",81.2,75
"1889",37,1560,50,2012,"SUSSEX    ","FRANKFORD TWP","FRANKFORD TWP            ",77.3,75.2
